crop,region,land_size_ha,soil_ph,rainfall_mm,temperature_c,humidity_pct,elevation_m,irrigation,fertilizer_type,yield_tons_per_ha,total_yield_tons,year
coffee,South West,14.78,4.6,3556,25.418462802459803,85.04786020882179,460,1,mixed,0.599,8.846,2018
tomato,Far North,28.38,5.5,384,33.93053917235449,31.945468091847925,386,0,organic,6.459,183.314,2016
plantain,North West,23.54,4.8,1710,17.235842466418653,80.32698718222578,1474,1,mixed,11.168,262.89,2020
cassava,Centre,39.6,5.3,1612,24.262206377480354,74.0521601309151,646,1,none,14.309,566.637,2021
onion,North West,17.81,4.9,1971,18.38752312781854,78.94558763190469,1581,1,mixed,20.504,365.178,2017
sorghum,Centre,6.26,5.0,1544,24.908982553561586,78.79538855122979,766,0,inorganic,1.374,8.602,2021
palm_oil,Far North,0.98,5.4,661,30.303702812258354,28.702840514913817,363,0,none,0.977,0.957,2024
palm_oil,Far North,3.68,5.6,332,32.663282518926074,28.886296591021093,228,0,none,0.642,2.362,2022
plantain,East,28.8,7.1,1565,25.887577593552248,81.55898865785468,592,0,none,8.299,239.016,2021
tomato,South West,23.22,7.1,3630,23.245626982027872,84.9671092092027,494,1,organic,37.856,879.021,2016
sorghum,North West,14.13,6.8,1713,20.388315415233052,74.36667386844897,1593,1,none,1.745,24.658,2021
sorghum,Centre,19.07,5.8,1571,23.61714581804364,80.66085653007183,617,1,organic,1.669,31.832,2017
cocoyam,Far North,42.5,5.8,584,31.332517928155035,42.472596933709255,267,1,none,1.888,80.249,2020
palm_oil,North West,0.6,4.7,1789,19.036079778744853,80.27660926289752,1430,1,none,5.399,3.239,2020
rice,Adamawa,0.51,7.5,1229,22.609890864004793,51.62276316368548,850,0,mixed,2.365,1.206,2020
potato,West,26.13,7.0,1646,21.930111035880536,76.6929101224492,1214,1,mixed,14.654,382.901,2017
cassava,Far North,36.17,7.1,511,33.04177656603431,30.517329459277697,378,1,mixed,4.152,150.166,2023
onion,South West,46.25,5.2,3467,25.9413978838372,78.8108375647508,304,1,mixed,25.778,1192.212,2023
plantain,Far North,9.7,5.4,636,33.27607564230152,39.256348928267066,336,0,organic,3.034,29.427,2017
plantain,Adamawa,28.13,7.0,1003,22.612559357478,62.569490258593135,953,1,inorganic,8.216,231.102,2024
sorghum,Littoral,1.12,7.3,2862,28.271442279785585,82.89247500075007,97,1,none,1.846,2.068,2017
groundnut,North West,20.87,5.1,1656,18.10381936941703,84.0945434304332,1562,1,none,1.929,40.262,2019
groundnut,Centre,9.63,5.7,1538,23.288666099891984,73.13902848842392,608,1,mixed,1.803,17.363,2017
cocoa,Littoral,40.08,5.7,2817,26.224105697305436,80.34760279258427,68,0,inorganic,0.697,27.923,2023
onion,West,44.18,6.4,1799,19.93109101300127,80.6965141913704,1203,1,organic,20.553,908.01,2019
cocoa,Centre,21.4,5.1,1762,26.68895152798208,72.88596151803303,751,0,organic,0.536,11.477,2022
cocoyam,South West,37.68,5.2,3488,24.771147343860775,87.82648698516422,453,0,mixed,7.532,283.821,2018
onion,Adamawa,23.29,5.5,1351,20.776050704796823,54.54854311013153,980,1,organic,15.376,358.105,2023
rice,South West,44.35,6.9,3592,24.528138404589203,83.66302049546688,434,1,none,5.019,222.593,2023
cassava,Adamawa,15.22,7.5,1027,20.956435797478104,64.23175428375606,922,1,mixed,8.535,129.905,2024
groundnut,Far North,15.56,5.5,409,33.075928212222394,28.26336606996506,315,0,none,0.33,5.14,2024
rice,Far North,37.78,7.3,392,31.275650576050126,32.55949902571432,386,0,organic,1.091,41.206,2018
coffee,North,38.63,6.0,841,29.516926373823125,49.357878377917025,316,0,inorganic,0.22,8.495,2016
groundnut,Adamawa,48.33,5.7,1234,21.254639548647862,67.8587164492267,869,0,none,1.111,53.69,2016
onion,Centre,41.68,6.1,1756,26.913214480998384,78.05599755820282,621,0,organic,17.477,728.456,2020
cocoyam,Centre,21.49,6.5,1780,24.54127321864904,82.68101997742173,617,1,inorganic,7.853,168.752,2024
tomato,East,15.47,6.1,1716,23.641791328231132,81.74097527925707,620,0,none,18.974,293.53,2016
onion,Littoral,23.49,7.4,2747,28.434357276732594,86.97656367170055,-27,1,organic,24.418,573.587,2017
maize,North West,22.18,4.9,1806,18.76007842142476,82.19397273668748,1537,0,organic,2.687,59.588,2017
beans,South West,28.26,6.7,3373,24.021737914773333,81.5358717089313,427,0,organic,1.305,36.883,2022
coffee,Centre,18.9,6.1,1400,26.602379256780704,82.13561348596853,679,1,organic,0.535,10.107,2020
groundnut,Littoral,31.84,7.2,2603,25.084061195592277,72.13921426126183,31,1,organic,2.22,70.692,2021
onion,Adamawa,14.52,5.1,1129,23.178784817220183,69.69656011951565,947,0,none,8.166,118.568,2017
cassava,North,44.86,4.9,655,28.64538369926059,42.79722293943781,344,0,inorganic,6.179,277.174,2019
cassava,Far North,46.51,4.6,588,30.989378316506674,34.270687563260694,261,1,organic,4.15,193.015,2018
cocoa,East,26.1,5.6,1836,23.478781102949185,75.5079751495176,628,1,none,0.708,18.476,2023
coffee,Far North,42.02,5.5,396,31.530247059578116,37.74845944605417,377,1,organic,0.135,5.661,2020
rice,West,5.64,6.6,1482,19.674893087498642,67.64845456410133,1112,1,inorganic,4.241,23.918,2023
tomato,North West,32.39,5.2,1895,19.819172031928048,76.84360511004499,1522,0,organic,23.323,755.441,2023
rice,North West,5.43,6.7,1887,20.933892879442844,85.7088450790658,1511,1,inorganic,4.48,24.326,2019
beans,North,11.36,5.7,629,31.183058454075386,50.172090994250226,308,1,organic,0.68,7.72,2017
rice,Adamawa,15.52,4.7,1011,22.5741906004085,58.489816076137586,986,0,mixed,2.013,31.238,2023
potato,Far North,5.6,6.8,544,30.13171998527824,44.78731119941229,217,0,mixed,3.863,21.635,2020
cocoa,East,45.97,5.9,1651,25.542288791504777,70.58343526846558,513,1,inorganic,0.695,31.954,2020
potato,Far North,27.93,4.8,391,31.3835785477592,25.786247028923306,367,0,none,3.098,86.526,2020
onion,North,11.08,6.0,882,29.016883159232556,46.66867875455313,373,1,organic,10.172,112.711,2022
sorghum,Littoral,28.53,5.4,2924,25.69922238712702,88.77625044086494,70,1,inorganic,1.878,53.587,2023
maize,Littoral,4.65,5.5,2758,25.287526614048186,79.21429873159886,56,0,inorganic,3.121,14.514,2019
potato,South West,49.27,7.0,3516,24.197661978580683,75.8326144421373,313,1,mixed,17.486,861.529,2017
plantain,North,3.6,4.9,768,30.458115349292726,52.59131165999427,382,0,organic,5.061,18.221,2020
onion,Far North,40.08,7.2,358,31.44171723804833,37.98362438637081,202,0,mixed,4.041,161.963,2022
plantain,Adamawa,10.94,4.9,1249,21.724887135144513,56.05643358112772,818,1,none,7.476,81.786,2024
potato,Far North,2.61,6.9,617,30.036241779398118,41.73205322109438,271,1,mixed,4.391,11.46,2023
tomato,Far North,33.84,5.1,409,33.60288314541268,32.32148400728095,370,0,none,4.355,147.376,2016
groundnut,West,40.75,6.5,1666,21.38460977496626,82.08793328612504,1299,0,organic,1.686,68.718,2024
plantain,South,24.32,5.8,1773,27.23915621633371,87.84792630485539,481,1,inorganic,13.133,319.404,2023
plantain,South West,31.23,4.9,3333,25.381820751144133,85.83023946502793,497,0,none,10.007,312.523,2023
maize,Littoral,14.1,7.1,2839,27.166722337722213,78.16561960100492,-13,0,none,2.179,30.729,2016
groundnut,Adamawa,37.85,6.7,1204,23.258305184343364,66.84980421073122,831,1,mixed,1.225,46.379,2021
onion,North West,38.32,7.1,1765,17.576876606652167,73.02167102357153,1401,1,inorganic,22.963,879.94,2018
cocoa,Adamawa,34.43,5.6,1231,23.303909690830952,54.111866416956,872,1,none,0.481,16.548,2020
cassava,Littoral,48.01,4.6,2911,27.460038976755033,88.15332860026669,38,0,none,11.373,546.003,2020
cocoyam,North West,12.54,7.3,1862,17.366357597423626,75.73514676435862,1482,0,inorganic,6.966,87.356,2019
palm_oil,Centre,31.54,5.4,1794,25.45332232708095,86.11697647763415,642,0,mixed,4.445,140.203,2017
plantain,Adamawa,11.22,5.7,1326,22.343896373101636,66.84975711863358,819,0,organic,7.275,81.627,2022
onion,Far North,25.6,5.9,403,31.307290422369903,41.324116584246084,328,1,organic,6.072,155.43,2020
cassava,Centre,48.21,6.8,1609,25.269786860986404,84.32776415636881,758,1,inorganic,14.96,721.209,2020
rice,Adamawa,32.19,5.0,1103,23.099782598437073,65.04612138843682,923,0,organic,2.147,69.097,2022
palm_oil,Centre,37.46,5.8,1549,24.254095967264938,84.552173962724,676,1,organic,5.416,202.881,2024
groundnut,Far North,9.53,6.6,428,31.240879271676334,28.58305220117058,277,0,mixed,0.449,4.277,2021
coffee,East,32.26,6.2,1739,25.627180371907073,80.0509717857632,695,0,mixed,0.487,15.72,2023
maize,North,4.24,6.7,889,30.630199300653988,50.88012591195482,355,1,mixed,1.394,5.911,2017
palm_oil,West,29.06,4.5,1569,21.23409605567556,82.91053489991221,1289,0,organic,4.158,120.843,2024
cocoa,West,24.45,6.4,1660,21.333923882368712,74.26574293433883,1146,0,none,0.475,11.62,2022
cassava,Centre,28.51,5.6,1661,24.831430161345377,78.13337783549672,765,1,mixed,14.985,427.226,2024
groundnut,North West,49.76,6.5,1796,19.227594978162692,68.63563640854093,1405,1,none,2.0,99.506,2020
sorghum,South West,2.16,7.3,3630,26.394049232082672,92.40410042916159,312,0,none,1.119,2.417,2020
tomato,East,4.55,5.7,1802,24.072939152434802,79.96781739544157,593,0,none,16.522,75.176,2017
potato,South,2.24,4.6,1703,27.869762693470935,77.87347171460455,554,1,organic,16.435,36.815,2024
cassava,North,48.85,5.2,641,28.126399736320046,54.879542834715075,326,0,organic,7.622,372.321,2019
onion,West,32.17,7.0,1580,18.402303662592995,69.26705012950192,1139,0,inorganic,15.973,513.847,2016
palm_oil,East,28.32,4.9,1777,23.055986872885796,85.07354073673191,675,1,none,5.639,159.684,2017
maize,West,29.85,6.8,1690,20.04690343543801,74.63056338940552,1227,1,none,2.93,87.446,2019
cocoyam,South West,24.63,4.7,3561,25.289838324755006,92.36401369093895,489,0,none,5.945,146.428,2024
groundnut,Centre,0.97,4.5,1501,24.096899266402215,73.30928898647974,682,1,none,1.794,1.741,2020
coffee,East,23.77,7.4,1866,23.119475886081684,80.76664512519642,678,1,organic,0.501,11.902,2024
plantain,South,5.32,5.9,1690,25.467139712488184,75.66861922988112,598,0,none,9.307,49.515,2022
cassava,North West,36.12,5.6,1718,18.220881875685553,70.18589831794134,1584,1,organic,15.089,545.009,2019
cassava,North,10.69,4.8,806,30.21654087504691,53.48944105162926,412,1,mixed,6.727,71.912,2023
plantain,Adamawa,18.44,5.8,1331,23.632577490251595,56.20166430127594,976,1,mixed,7.819,144.183,2021
onion,Adamawa,26.97,4.6,1312,23.193481896342327,69.27459085743862,927,0,mixed,11.468,309.299,2017
groundnut,Centre,48.87,5.9,1582,23.95782434212433,83.65843533125964,700,0,organic,1.711,83.616,2016
plantain,East,34.55,6.7,1532,25.41513496325785,80.20571082881185,568,1,mixed,11.557,399.291,2016
tomato,Adamawa,33.48,7.3,1055,21.644963719028127,61.41667532683255,851,1,mixed,21.801,729.9,2016
cocoa,West,10.56,7.4,1498,20.235058366592384,82.23782611596513,1205,0,mixed,0.528,5.575,2020
maize,West,46.28,6.2,1779,19.744327176921068,68.94788950033256,1262,0,organic,2.687,124.331,2021
potato,North,42.37,5.1,731,28.52149694640877,36.79495588740566,407,0,none,3.824,162.004,2018
onion,West,49.76,7.2,1565,18.823027440899885,66.71304726392464,1290,0,inorganic,17.391,865.368,2023
potato,West,47.86,5.3,1449,20.6501645005898,74.0534130367709,1112,0,inorganic,12.47,596.829,2022
rice,East,46.28,7.2,1536,25.895289093164955,74.91286378146224,683,0,mixed,3.553,164.453,2018
tomato,North,47.31,5.8,771,28.82003821773723,44.212020621438235,386,0,organic,11.662,551.716,2021
tomato,South,5.0,6.3,1656,25.34809993984539,77.47605530554993,458,0,mixed,26.683,133.416,2017
maize,North West,40.7,6.3,1635,17.298099775543164,68.85984503337636,1492,1,organic,2.956,120.305,2017
onion,South West,41.9,5.3,3452,26.124271821040768,76.61846884737521,307,0,mixed,20.47,857.684,2021
palm_oil,Littoral,11.21,6.4,2766,28.72364359180596,72.52220470972613,1,1,none,6.121,68.62,2018
potato,Centre,12.41,6.3,1442,26.78917883538613,76.82007635493434,782,0,none,9.554,118.569,2016
tomato,Adamawa,44.79,7.4,1100,20.40076640800201,61.73828445726099,968,1,none,21.56,965.659,2017
groundnut,Far North,0.58,6.8,371,30.657107850484962,35.0171283432829,230,1,organic,0.461,0.267,2021
rice,East,28.28,5.0,1518,24.117498353153643,89.44661447370716,528,0,organic,3.249,91.879,2024
cocoyam,Littoral,34.0,4.6,2841,26.10301649203437,81.01001592210946,-45,0,mixed,7.406,251.792,2023
onion,Adamawa,43.97,5.9,1346,23.98378120097467,54.08237002440424,845,1,organic,15.521,682.445,2018
coffee,North,45.46,7.3,823,29.368311206269894,37.466816829627334,472,1,none,0.258,11.711,2016
onion,South West,10.53,6.2,3523,25.731601019202472,86.90664446987398,320,1,none,23.855,251.191,2018
maize,Far North,23.69,4.6,585,31.76282813299448,29.34225493099106,354,0,none,0.494,11.697,2021
cassava,North,22.54,5.5,913,30.08781710178334,48.053116769243154,413,0,organic,6.584,148.408,2019
tomato,East,19.86,5.9,1542,23.09174351684851,73.88342059154826,605,0,inorganic,22.796,452.722,2024
sorghum,West,12.33,6.4,1522,19.001745164656796,70.10950923958993,1281,1,mixed,1.589,19.587,2022
onion,Centre,34.85,5.6,1535,26.621785750156103,73.37591734804967,632,1,none,20.205,704.131,2018
palm_oil,North,17.83,7.1,831,28.10813130852675,50.923405032319494,405,0,none,1.54,27.463,2017
groundnut,Littoral,26.6,5.7,2687,26.02008366684147,87.35881864563085,-31,1,inorganic,2.235,59.447,2016
cocoyam,Adamawa,20.66,6.4,1356,22.64283102911447,69.70103144152844,985,0,mixed,5.139,106.177,2021
rice,West,13.72,5.6,1689,21.079071968896322,66.03296349677649,1153,0,none,2.316,31.771,2024
tomato,Littoral,17.15,4.9,2892,25.58376734321822,91.9669243209654,17,0,mixed,28.794,493.824,2016
beans,South West,34.26,7.5,3336,26.099392133606454,94.40865536745318,324,0,inorganic,1.297,44.433,2016
maize,Far North,6.09,5.2,551,32.072727480865375,43.69162517606722,277,0,inorganic,0.741,4.511,2019
cocoa,North West,34.38,4.6,1712,19.060112365269084,77.19023835396841,1546,1,organic,0.57,19.598,2024
sorghum,Far North,0.73,7.3,600,30.65079399328327,35.474519367419326,218,1,organic,0.374,0.273,2023
rice,South,40.87,4.8,1867,24.98970478730568,82.70872613497261,518,1,inorganic,4.304,175.918,2017
coffee,South,13.18,5.1,1972,24.83175337791607,81.32256257948717,426,1,mixed,0.572,7.544,2018
plantain,North West,19.41,5.6,1947,20.58564302123641,82.73364005992678,1578,1,none,11.76,228.271,2023
beans,Littoral,11.04,7.3,2827,27.163539326114098,88.63951700635559,99,0,mixed,1.442,15.925,2023
plantain,Littoral,3.91,5.9,2945,25.044242093742366,85.46756496649868,82,1,none,13.87,54.23,2016
palm_oil,Littoral,6.22,7.0,2765,27.02529762390179,86.30215726100536,-28,0,none,4.303,26.762,2024
groundnut,North West,17.33,4.9,1897,20.108494132164495,71.85982140800503,1424,0,mixed,1.758,30.463,2018
coffee,Centre,46.49,7.2,1790,24.195454492224975,80.42846444946476,682,1,none,0.534,24.843,2023
rice,South,34.37,6.1,1763,24.52430720511265,85.33162225858703,476,0,inorganic,3.935,135.256,2019
cocoa,Centre,4.68,5.9,1511,26.39913899656462,79.52138487422218,729,1,organic,0.665,3.114,2019
rice,South,6.81,6.6,1878,24.282082142053067,77.4684857421527,428,1,organic,4.348,29.611,2022
potato,North,19.06,5.5,940,28.316699010160626,47.90537980024354,352,1,none,6.821,130.007,2019
sorghum,North West,17.76,6.3,1683,17.496793465547725,85.03839234317286,1469,1,none,1.805,32.059,2018
groundnut,West,47.06,6.3,1557,19.497532341501916,67.03119419998075,1243,0,none,1.305,61.429,2021
cocoa,South,17.56,5.6,1998,27.052869750210476,91.4177986634632,585,1,inorganic,0.68,11.933,2018
tomato,Centre,13.88,5.3,1712,24.05234041181364,85.16876809104488,763,0,none,15.074,209.232,2017
rice,Adamawa,10.26,6.1,1151,23.721594208980797,53.543903499527914,915,1,mixed,3.259,33.437,2021
sorghum,Littoral,29.39,5.9,2841,25.594485396282582,80.61637227487398,-19,0,inorganic,1.877,55.164,2021
palm_oil,North,13.89,4.9,923,30.07677942829687,35.5914253047813,361,0,organic,1.754,24.36,2024
plantain,Far North,39.28,4.8,545,32.779418713265144,39.41544857020314,201,1,none,3.381,132.791,2021
coffee,South,19.26,5.0,1691,25.11837880244056,91.68596179795864,515,0,inorganic,0.505,9.723,2017
cocoyam,West,3.32,6.9,1784,18.789191577890925,81.470248962653,1280,1,inorganic,6.66,22.111,2024
cocoyam,South West,22.47,5.1,3666,26.825375943694986,86.1408031185841,413,0,organic,7.979,179.298,2016
cocoyam,East,25.45,6.5,1575,25.336001416223613,75.78819539241886,535,0,none,5.728,145.778,2016
groundnut,North West,5.33,5.0,1625,20.89992900759939,70.36371944322445,1407,0,inorganic,1.613,8.597,2022
plantain,South West,39.76,4.7,3538,23.1462051538286,94.75731557207163,382,1,inorganic,13.683,544.045,2022
groundnut,North West,9.98,4.7,1687,17.143229191229935,87.73795342352676,1456,0,mixed,1.609,16.057,2023
maize,Littoral,43.84,5.6,2973,25.98661040477999,90.08235548383533,-19,1,mixed,3.56,156.084,2018
onion,Centre,14.66,5.9,1724,26.339103382470984,86.06965191874534,719,1,inorganic,21.786,319.386,2016
beans,Far North,25.69,6.6,419,32.47442236771557,26.50461100469248,340,1,inorganic,0.331,8.498,2020
palm_oil,South,16.36,4.9,1731,24.386199368144222,87.48522149869325,459,1,none,5.479,89.63,2021
potato,South,24.52,7.2,1941,26.849333440008298,81.01778105541052,582,0,mixed,14.402,353.135,2016
palm_oil,South West,1.32,6.2,3395,23.579987824125784,80.36405223344725,472,0,inorganic,5.691,7.512,2024
groundnut,Centre,40.73,6.1,1534,23.056656017832783,87.46445575399889,783,0,organic,1.524,62.068,2022
groundnut,Littoral,38.55,6.8,2668,26.890301294691337,83.85095358024378,-14,1,none,2.067,79.668,2020
palm_oil,Adamawa,37.63,6.1,1195,22.881771996310377,52.54393067505435,830,1,organic,3.8,142.994,2024
plantain,Far North,16.51,6.3,692,32.66641671289513,27.464968917527496,298,0,none,3.045,50.265,2020
cocoa,Adamawa,10.75,6.7,1140,21.811691534251548,67.3519584243039,889,0,none,0.361,3.882,2017
plantain,South,18.49,5.1,1744,27.339153618321724,75.43209668519782,455,0,inorganic,12.196,225.504,2018
groundnut,East,34.65,4.9,1835,25.706263723401694,72.04021920564723,586,1,mixed,1.829,63.367,2016
groundnut,North West,12.31,4.7,1840,17.65902320144902,87.15894157333166,1486,0,mixed,1.679,20.67,2024
cocoyam,Centre,45.11,5.6,1479,26.414096919556687,87.87114618587864,649,1,none,7.93,357.732,2020
tomato,North,2.57,5.5,868,30.11358188483852,45.39680744179532,451,0,none,8.456,21.731,2023
cassava,Adamawa,28.63,6.6,1361,21.799003266928654,64.42653758131163,858,0,inorganic,10.243,293.244,2023
cassava,Littoral,16.16,6.7,2845,28.0115366962988,88.9048941397025,89,1,organic,17.299,279.558,2016
cocoyam,South West,22.6,6.9,3523,26.22342876478849,92.99824748600648,390,1,organic,8.965,202.607,2024
sorghum,East,11.3,6.3,1795,25.173020868382327,80.79057178259067,502,0,none,1.159,13.096,2024
potato,Littoral,28.4,6.8,2860,25.158428818960243,83.54497809036373,126,1,inorganic,17.301,491.348,2020
maize,Far North,27.76,5.4,490,30.213812160544908,37.27860129607578,398,1,organic,1.105,30.675,2021
rice,South West,1.62,5.4,3412,25.251824422983663,85.40667083593772,371,0,none,2.635,4.269,2024
rice,Littoral,38.91,7.0,2679,27.20036142639565,80.61402312699484,42,1,inorganic,4.749,184.785,2021
sorghum,Centre,4.34,5.4,1710,24.584967999733333,69.36716117331427,765,1,mixed,1.541,6.686,2020
cassava,North West,25.08,5.5,1992,19.32710755713648,85.87641083767706,1562,0,inorganic,14.196,356.039,2021
coffee,Far North,8.88,6.7,348,31.485809969331584,32.54508311469899,300,0,inorganic,0.136,1.207,2016
cassava,Far North,41.15,6.3,398,30.61769924513333,38.24889229424931,225,1,inorganic,4.559,187.602,2018
tomato,North West,33.58,6.5,1761,18.10067036168764,76.63999554993279,1432,1,organic,33.45,1123.259,2021
beans,North,9.78,4.9,758,29.07944496802964,41.58358255240447,428,0,organic,0.576,5.634,2022
sorghum,South,11.65,4.6,1790,26.917954677413373,84.81433318181304,456,1,organic,1.833,21.359,2022
palm_oil,South West,34.34,5.8,3592,23.21252590578623,88.4177833952417,402,1,organic,6.709,230.388,2024
tomato,North,31.69,7.3,760,29.484904184947844,51.52993791856139,388,0,none,7.14,226.281,2024
palm_oil,North West,14.59,6.6,1941,17.29800091622121,82.38932884487669,1457,0,mixed,4.849,70.743,2021
plantain,Littoral,21.94,5.6,2755,28.399876034827823,89.40632747204552,112,0,organic,12.108,265.659,2021
cocoyam,Far North,47.64,5.2,415,31.526066902041,44.24724704176087,223,1,mixed,1.913,91.138,2021
potato,South West,32.31,5.1,3485,24.315260101988596,93.56614752526826,490,1,mixed,18.632,602.014,2022
cocoa,South West,11.82,4.9,3417,24.294165802333428,87.33306846495059,371,0,none,0.568,6.717,2021
onion,East,16.96,7.3,1598,24.110776998621176,70.66340063820692,605,1,mixed,21.379,362.594,2022
cocoyam,South,37.12,5.8,1837,25.70725308526647,82.80039370443465,561,1,organic,7.759,288.018,2022
onion,South,16.8,5.8,1897,25.415545595769878,78.52488720950996,431,1,inorganic,23.544,395.538,2020
cocoa,Far North,21.32,4.9,680,30.443308675843074,26.265619335393588,254,1,none,0.222,4.735,2022
coffee,North,36.34,7.2,970,31.379692590276573,37.8075233348554,347,1,mixed,0.239,8.676,2019
cassava,East,7.67,5.5,1683,22.771450521463397,81.35547333949073,544,1,organic,15.705,120.458,2017
coffee,Adamawa,16.69,4.5,1081,23.00792812174212,50.76880502723182,866,0,none,0.252,4.21,2018
sorghum,North West,34.77,6.4,1651,20.70009242424429,77.91705939199741,1490,0,none,1.022,35.52,2018
rice,West,6.72,5.2,1458,20.312922521670167,65.77798710169289,1252,0,mixed,3.001,20.169,2021
cassava,Centre,13.62,7.4,1446,24.089156571578634,78.31307488837525,764,1,inorganic,13.797,187.918,2017
cocoa,Far North,25.45,5.4,501,32.83781251814946,38.07575714684318,305,1,none,0.192,4.881,2017
potato,Far North,9.09,6.1,401,33.623025754647855,39.67055452214908,242,0,mixed,4.507,40.966,2023
potato,Centre,6.96,7.1,1611,25.60226047431819,68.71298660159648,721,0,mixed,13.206,91.917,2018
potato,West,33.88,7.2,1713,19.552996872245874,69.67999394218582,1217,1,organic,14.187,480.668,2016
tomato,South,44.7,5.5,1850,26.019524491947337,86.75374359027165,495,0,mixed,23.989,1072.313,2022
cocoa,East,34.05,6.8,1795,25.104193258312197,77.68025780321241,536,1,inorganic,0.683,23.27,2017
cocoyam,Adamawa,25.75,6.6,1009,21.848205666668417,68.35751239331283,969,0,inorganic,4.885,125.789,2016
tomato,North,46.21,5.4,641,31.302425333321874,35.17818905320154,416,0,inorganic,10.691,494.035,2021
coffee,Far North,18.4,4.6,323,32.986343347937314,39.4306172332943,206,1,organic,0.119,2.185,2016
sorghum,Littoral,0.71,7.1,2617,26.326301723984155,80.21272124113743,-5,0,inorganic,1.774,1.259,2021
rice,Far North,23.18,7.2,517,33.89470990515973,29.657411550576505,393,0,organic,1.113,25.798,2017
plantain,Adamawa,33.17,6.7,1337,20.987585256718646,64.27825668640543,892,0,mixed,8.969,297.512,2019
cassava,Adamawa,6.44,5.5,1070,20.329587475587463,69.69295673883688,854,0,none,7.248,46.674,2019
onion,Adamawa,14.47,5.4,1234,23.598068544909232,59.21601482764574,810,1,none,15.887,229.891,2019
beans,North,42.07,6.0,749,31.661358649161354,44.421733578798566,484,1,none,0.64,26.921,2016
beans,North,2.64,7.0,915,31.13344374846852,38.03280748545797,405,1,none,0.613,1.619,2023
sorghum,North West,26.05,5.5,1902,18.040257241492768,84.85160108177779,1430,0,organic,1.564,40.73,2020
tomato,Centre,35.38,6.0,1715,23.034768057940397,82.61710777108411,711,0,organic,22.53,797.103,2023
plantain,South West,33.52,6.9,3367,24.197540460090394,79.57270709123415,437,1,mixed,13.901,465.953,2022
groundnut,Adamawa,41.77,5.9,1386,23.13968789713043,62.556000658635114,823,1,organic,1.407,58.766,2020
potato,South West,16.07,6.4,3613,24.741932330518985,83.54886320813173,425,0,none,12.399,199.249,2019
potato,South West,13.46,6.7,3549,23.69455214135779,78.06520470285581,318,0,organic,16.29,219.267,2024
cocoa,Adamawa,6.61,6.8,1206,21.77562036159458,56.48428099294303,940,0,none,0.323,2.138,2021
maize,Centre,45.58,5.9,1471,23.98838849191351,71.07767713390363,649,1,inorganic,3.064,139.647,2019
sorghum,North,16.78,6.0,696,28.86863296121651,39.052237619705814,371,1,none,0.786,13.185,2019
cassava,South,26.84,7.5,1681,25.362636144366373,76.4140384830071,515,0,organic,14.147,379.716,2019
plantain,East,1.57,5.6,1541,25.809938712345204,76.50575644662126,535,1,mixed,11.789,18.508,2018
potato,East,49.92,6.1,1818,24.025589780582813,76.03899552867655,667,0,organic,15.162,756.873,2019
onion,South West,20.82,7.3,3349,24.214468791145684,87.60416540436464,457,1,none,25.293,526.592,2022
rice,East,33.15,7.5,1780,22.65294570720745,74.50030446542752,572,1,organic,4.14,137.232,2016
coffee,Adamawa,27.13,6.3,1102,20.233026689332817,60.468297175709196,945,0,organic,0.32,8.685,2021
groundnut,North,12.26,7.2,646,29.888703976604347,45.01235349070701,457,1,inorganic,0.827,10.144,2019
plantain,East,35.92,7.4,1668,23.683656411272295,70.34576781426375,561,0,mixed,10.201,366.403,2021
beans,East,45.55,6.4,1700,24.915699114073693,84.74161497365061,600,0,none,0.902,41.095,2019
rice,Adamawa,7.29,5.8,1290,22.623482958927223,68.87084667863243,892,0,mixed,2.584,18.837,2021
cocoyam,Centre,9.59,6.5,1442,24.92357802608393,69.33494897235849,650,1,organic,7.476,71.693,2023
cocoa,South West,18.13,7.5,3590,23.359376153849762,85.08314298998035,310,0,mixed,0.637,11.558,2018
palm_oil,East,20.43,5.8,1805,25.27955811647008,76.71228366876568,523,0,mixed,4.588,93.732,2019
maize,Adamawa,10.78,5.1,1080,21.12037133565583,54.29168769574361,830,0,organic,1.714,18.481,2022
maize,North,37.43,7.5,652,28.772477255300494,49.71850059429027,408,0,inorganic,1.207,45.171,2021
coffee,Centre,36.74,7.5,1471,23.920752487813797,72.20415273706202,629,0,mixed,0.466,17.115,2022
plantain,North West,12.49,6.4,1918,18.998879204350036,81.35691983298092,1442,0,mixed,11.232,140.282,2019
cocoa,North West,31.0,5.0,1843,20.46747442365367,83.03108377109312,1514,0,mixed,0.627,19.427,2022
cocoyam,South,5.62,5.4,1995,24.787679572560094,91.26028067604403,479,1,organic,8.116,45.615,2017
tomato,South,28.43,6.9,1656,24.255574107321255,75.08720364029561,450,0,organic,24.703,702.306,2024
maize,North West,22.93,5.7,1708,17.530554536426298,85.63539172706687,1486,0,none,1.672,38.342,2021
cocoa,North,41.14,4.8,859,29.92246712052125,36.22048145253112,342,1,none,0.286,11.757,2024
cocoyam,Far North,49.41,6.5,328,30.652842839810724,44.88177827853983,369,1,organic,2.397,118.447,2024
coffee,Littoral,41.69,6.2,2846,28.276202823177222,81.17338279204364,45,0,organic,0.61,25.446,2021
cocoa,Centre,20.4,5.6,1721,24.743845510955484,85.31526984286018,709,1,organic,0.602,12.281,2016
maize,North West,6.91,6.9,1991,20.482906032149163,83.57875927742447,1458,1,mixed,3.004,20.758,2023
